id,월키,날짜,부서,담당,제목,내용,매년반복
205,2026-03,3/23,"교무기획부","나이스·생기부","학교정보공시 1차(4월) 입력·마감","3/23에 부서별 공시항목과 나이스 경로(정보공시(작)-공시자료관리-등록·확인·마감)를 안내하고, 작성자 마감 후 부장이 확인자 마감을 하도록 하여 3/23~3/31 사이에 완료시켰다. 입력지침서를 첨부해 배포하고, 사전에 정보공시 항목별 담당자 현황 점검(3/19)을 부장들에게 요청했다.",TRUE
206,2026-03,3/25,"2학년부","기초학력","기초학력 향상수업 대상 선정 및 운영","1학년 기초학력 진단검사와 2·3학년 학기말 성적으로 선발된 학생을 대상으로, 국·영·수 교과군에서 학년별 담당교사 3명씩을 3/27까지 추천받았다(클래스당 2~3명, 연 14차시). 3/31 학생 명단을 확정해 안내하고 가정통신문을 발송했으며, 4월부터 수업을 시작해 4/14·4/28에 담당교사에게 운영 안내를 이어갔다.",TRUE
207,2026-04,4/2,"위클래스","전문상담","1학년 정서행동특성검사","4/2(목) 4교시 1학년 각 교실에서 안내 방송에 따라 디벗으로 검사를 실시했다. 해당 교시 교과교사가 입실 전 1학년 교무실 학년함에서 학생 개인참여번호를 수령해 가야 한다. 실시 당일 아침 전체 메시지로 최종 안내한다.",TRUE
208,2026-04,4/3,"교육연구부","연구기획","교학공(교원학습공동체)의 날 운영","매월 교학공의 날(4/6, 4/27 등 월요일)에 10분 단축수업 후 14:30부터 팀별 협의·연구를 진행하고 협의록을 작성한다. 실시 전주에 단축 시간표를 전체 안내하고, 연구물품은 인당 5만원 한도(연구 주제 관련 도서 가능, 단순 사무용품 불가)로 시트 신청→일괄 품의→배송 후 수령확인 체크 방식으로 운영한다. 3월에 계획서 제출·회의록 작성부터 시작해 학기 내내 반복되는 흐름이다.",TRUE
209,2026-04,4/3,"행정실","계약·학운위","승용차 2부제(홀짝제) 시행","원유 안보위기 '경계' 단계 발령에 따라 4/8부터 경보 해제 시까지 교직원 차량 2부제를 시행했다. 적용제외 신청자는 4/7까지 신청서·자동차등록증 사본·증빙서류를 행정실에 제출받았다. 평시에는 승용차요일제·미세먼지 비상저감 2부제 안내(3/19)가 정례로 나간다.",FALSE
210,2026-04,4/7,"상담복지부","기획","사제멘토링팀 모집","교사 1명과 학생 1~6명(2~4명 권장, 교육취약학생 최소 1명 필수 포함)으로 팀을 구성하는 사제멘토링을 4/8까지 모집하고, 참여 저조로 4/9까지 연장했다. 신청 시 학생 명단, 교육취약학생 이름·사유, 활동 계획을 메시지로 수합하며 3~4팀 운영 규모로 계획했다. 사전에 교직원 연수에서 프로그램을 소개해두면 모집이 수월하다.",TRUE
211,2026-04,4/7,"교무기획부","성적처리","성취평가기준·수행평가 반영비율 나이스 입력","1학기 성적처리를 위해 2·3학년 학년별 교과 대표교사가 나이스 지필/수행선행작업에서 성취평가기준 등록과 수행평가 영역·반영비율·만점 입력을 4/10까지 완료하도록 안내했다(학기말 반영여부 'O' 체크, 지필+수행 100% 확인 필수). 4/14에 미완료 교과 대상 리마인드를 발송했다. 나이스 메뉴 경로를 단계별로 적어 보내면 문의가 줄어든다.",TRUE
212,2026-04,4/8,"진로교육부","진로교육부장","서울진로진학박람회 참가 신청","7/15(수) 양재 aT센터에서 열리는 박람회에 학급·동아리 단위(학교당 3팀, 합계 100명)로 참가 신청을 받았다. 4/9 정오까지 담당자에게 메시지로 신청받고 5/22 확정 통보되는 일정이며, 담당 기획교사가 전체 재안내를 병행했다.",TRUE
213,2026-04,4/9,"교육연구부","연구기획","연구수업·수업나눔 운영","3월 말 교과·일정 확정(동교과 시간표 일괄 변경 포함)→수업 7일 전 수업설계안 제출→사전협의(패들렛 댓글)→당일 아침 전체 안내 및 참관→당일 점심 사후협의회→교과 대표가 사후협의록 내부결재 순으로 운영한다. 4월에는 음악과·국어과 연구수업과 공개수업을 진행했고, 5월 도덕과 일정은 구글폼으로 미리 수합했다. 참관을 위한 타 교과 시간표 변경 협조 요청이 핵심 실무다.",TRUE
214,2026-04,4/10,"교무기획부","기획(교무)","학사일정 변경(노동절 공휴일 지정) 안내","5/1 노동절의 법정공휴일 지정으로 수업일수가 191일에서 190일로 변경된 학사일정 파일을 전체 배포하고 가정통신문으로도 안내했다. 법령 개정 등으로 학사일정이 바뀌면 수정 파일 배포+가정통신문 발송을 세트로 처리한다.",FALSE
215,2026-04,4/15,"창의인문부","창의인문부장","잠실공동체약속 제정 설문","4/15 작년 공동체약속을 공유하며 교직원 의견을 먼저 수렴한 뒤, 4/22~28 설문조사를 실시했다(교직원은 구글폼, 보호자는 e알리미, 학생은 담임이 학급 게시). 의견 수렴→설문→제정 순의 연례 절차로, 학기 초 학급회의(4/3 '행복한 학급 만들기')와 연계된다.",TRUE
216,2026-04,4/16,"보건","보건","1학년 건강검진","4/24(금) 오전 검진기관이 내교하여 강당·검진차량에서 1학년 전체 건강검진을 실시했다. 학급 순서표에 따라 해당 교시 교과교사(1반만 담임)가 학생을 인솔·임장하며, 이동 동선과 화장실 이용 구역을 제한해 타 학년 수업 방해를 막는다. 4/16 사전 안내→4/23 전일 리마인드→당일 진행 순이며, 교직원 결핵검진을 같은 날 오전에 병행했다.",TRUE
217,2026-04,4/17,"행정실","계약·학운위","학교운영위원회 개최 및 안건 수합","제1회 학운위(4/8)에 이어 제2회(4/29)를 개최하며, 상신 안건이 있는 부서는 4/21까지 내부기안(행정실장 협조, 담당자 공람)하도록 안내했다. 3월에 교원위원 선출 공고와 학운위원 청렴연수 기안이 선행되고, AI선도학교 소프트웨어(개인정보 수집) 심의처럼 각 부서 안건이 학운위 일정에 맞춰 움직이므로 일정 예고가 중요하다.",TRUE
218,2026-04,4/21,"창의인문부","창의인문부장","자율활동(7교시) 임장지도 계획 수립","5/6(수) 7교시 안전교육+인성교육(감사의 달 편지쓰기), 5/29(금) 7교시 흡연예방교육의 임장지도 계획을 수립했다. 비담임은 두 시간 모두 필수 임장, 담임은 둘 중 하루 담임학급 임장이 원칙이며, 예외자는 4/24까지 회신받았다. 날짜 오기가 있어 4/29 정정 재전송을 했으니 일자 표기에 유의.",TRUE
219,2026-04,4/23,"교무기획부","고사계","1학기 중간고사 운영","3/31 원안 편집·제출서류 안내(공유자료실 고사 폴더, 원안지 비밀번호 공유)→4/23 시험감독 배정(감독 불가자는 교무부장·교감과 복무 협의 후 당일 회신)→4/27 원안 인쇄, 4/28부터 교과별 시험지 포장(구글시트로 시간 예약)→4/29 감독교사 매뉴얼 재안내(7분 전 입실, OMR 배부 절차 등)→4/30 감독 명단 확정·고사본부에서 시험지 수령 순으로 진행했다. 고사 당일 학년별 하교 시간 안내는 교무부장이 별도 발송한다.",TRUE
220,2026-04,4/28,"교무기획부","기획(교무)","재량휴업일(5/4) 41조 연수 신청","5월 연휴 중 재량휴업일인 5/4에 대해 41조 자율연수 상신(결재: 본인-교무부장-교감-교장)을 4/29 14시까지 완료하도록 안내했다. 국외여행자는 연수 기간 포함 시 자율연수계획서 첨부(연가는 계획서 불요), 연휴 중 해외 출국자는 5/4 미포함이어도 교감에게 개별 보고하도록 했다.",TRUE
221,2026-04,4/29,"체육안전부","체육행사·안전","5월 공습대비 대피훈련 예고","5/13(수) 6교시 14:40~15:00에 공습대비 대피훈련을 실시하며, 교내 대피장소가 없어 교실에서 방송 시청 방식으로 진행하고 해당 교시 교과교사가 임장지도한다. 수업 진도로 시간표 변동이 필요한 교사는 5/6까지 회신받아 시간표를 조정해 준다.",TRUE
222,2026-05,5/6,"교무기획부","성적처리","1학기 중간고사 성적처리(채점→이의신청→마감)","5/6 답안 업로드 완료 즉시 교과교사에게 나이스 일괄채점(당일 퇴청 전) 방법 안내. 5/8에 이의신청 절차 안내(5/11~12 이의신청, 담임은 5/11 조회 때 정오표 배부, 서논술형 점수 포함 여부 확인). 5/13에 마감 안내를 보내 5/14 퇴청 전까지 결시자·학적변동자 입력 후 정기시험 마감하도록 함. 결시자 명단은 첨부파일로 함께 제공.",TRUE
223,2026-05,5/6,"교무기획부","고사계","중간고사 고사원안·정답배점표 제출","고사 종료 후 실시 교과는 고사원안과 정답배점표를 PDF로 5/8(금)까지 고사계2에 메신저 제출. 파일명 규칙(예: 2026학년도3학년1학기 중간고사_수학(문제/정답)) 지정, 원안 PDF는 암호 해제 필수, 고사 중 문제·정답 수정사항 반영 후 제출.",TRUE
224,2026-05,5/6,"교육연구부","연수·교과서","월례 교직원회의 운영(자료 수합→회의→미참석자 연수)","매월 둘째 주 월요일 15:30 과학실A에서 교직원회의 운영. 각 부서는 전주 금요일까지 공유드라이브에 부서명 포함 PDF 회의자료 업로드(5/6 안내→5/8 리마인드→5/11 회의). 필수연수가 포함된 회의는 미참석 교사 대상 별도 연수 실시(5/13). 6/8, 7/13에도 동일 사이클로 반복, 개학일(8/18) 회의도 사전 예고함.",TRUE
225,2026-05,5/6,"교무기획부","기획(교무)","8월말 교육공무원 명예퇴직 안내","명예퇴직 시행 계획 공문 공람 후 희망자는 5/19(화)까지 담당자에게 메시지로 의사 표시하도록 안내. 공고기간 4/29~5/19, 실제 신청기간 5/20~26. 이후 7월에 2027년 수요조사가 별도로 진행되는 연간 흐름.",TRUE
226,2026-05,5/8,"교무기획부","수업계","주간 시간표 변경 안내(매주 발송)","매주 금요일 전후로 다음 주 시간표 변경 사항(병가·출장 등 사유 포함)을 전체 안내하고 컴시간알리미 확인을 요청. 담임은 학급 시간표 변경을 확인해 학급에 안내해야 함. 병가 등 발생 시 주중 추가 변경 안내도 수시 발송(학기 내내 반복). 고사·연구수업 참관 등을 위한 시간표 조정 요청도 이 담당자와 협의.",TRUE
227,2026-05,5/11,"행정실","급여","외부시험 감독관 신청 수시 안내","본교에서 치러지는 외부시험(공공기관 채용, JLPT, 금융연수원 자격시험 등)의 감독관을 수시로 모집 안내. 시험명·일시·수당을 명시하고 기한 내 신청받는 방식으로 5~7월 내내 거의 매주 발송됨. 희망 교직원 신청을 받아 명단을 관리하며, 사정 변경 시 명단 교체 처리.",TRUE
228,2026-05,5/13,"생활지도부","생활평점","상벌점 입력 시 알리미 발송 안내","교사가 상점·벌점 부여 시 학생·학부모에게 알리미/문자가 반드시 발송되도록 '발송안함' 체크 여부를 확인하라고 전체 안내. 비고란에 벌점 사유를 구체적으로 기재해 학부모가 사유를 알 수 있게 할 것을 요청.",FALSE
229,2026-05,5/14,"생활지도부","기획","학교폭력 예방교육(외부기관 방문교육) 운영","'비폭력평화물결' 학교로 찾아가는 학교폭력 예방교육을 학년별 1~4교시에 운영(5/19 3학년 → 6/9 1학년 → 6/11 2학년). 해당 시간 수업 교사에게 사전 안내하고 수업시간 변경 요청을 조정하며, 일정 변경 시 재안내 다수 발생. 종료 후 6/12 참관 교사 의견 수렴까지 진행.",TRUE
230,2026-05,5/14,"행정실","행정실장","냉방 가동 개시 및 에어컨 사용 지침","낮 기온 30도 초과 시점(5/14)에 행정실장이 냉방 가동 개시를 안내하고, 꼭 필요한 시간대 위주 가동을 요청. 같은 날 교감이 아침 10분 환기 지도, 적정 온도 유지 등 세부 사용 지침을 보완 안내. 매년 더위 시작 시점에 반복되는 안내.",TRUE
231,2026-05,5/15,"교육연구부","교육연구부장","교직원 워크숍 운영","5/6 필수참여 안내 및 참석 응답 수합(5/8 재안내) → 5/14 대표 출장 상신(퇴청 전)과 여행자보험(안전공제회, 인당 600원) 지출품의 → 5/15 워크숍 실시(버스 2대, 구급함 대여) → 5/18 견적 지출 처리, 5/21 만족도 조사 결과 공유. 건강 사유 불참자 복무 별도 처리 필요.",TRUE
232,2026-05,5/18,"체육안전부","체육행사·안전","매월 4일 안전점검의 날 체크리스트","매월 4일 안전점검의 날에 맞춰 담당교실 안전점검 체크리스트를 작성해 공유자료실(2026체육안전부>안전점검체크리스트)에 업로드하도록 매월 전체 안내(5/18, 6/2, 7/1 반복). 담당자가 매월 초 리마인드를 보내는 정례 업무.",TRUE
233,2026-05,5/20,"3학년부","앨범","3학년 졸업앨범 촬영 운영","6/2(화) 교내 졸업앨범 촬영을 약 2주 전(5/20) 3학년 교과교사에게 예고: 학생들이 교복·사복 환복 및 과학실·운동장 이동으로 수업 정상 진행이 어려우며 교과교사가 임장 지도. 당일(6/2)에는 사복 등교·하교 시까지 사복 허용을 재안내. 예상 시간표를 첨부해 협조 요청.",TRUE
234,2026-05,5/20,"보건","보건","2·3학년 소변검사 실시","5/22(금) 오전 검사요원이 학급 방문 방식으로 실시(학급당 10~15분). 5/20 사전 안내 후 5/21에 교실 외 장소 수업 교사는 미리 알려달라고 재안내, 5/22 완료 보고까지 마무리. 이틀 전 안내→전일 확인→당일 실시의 흐름.",TRUE
235,2026-05,5/21,"교무기획부","성적처리","1학년 자유학기 성적 피드백 입력·점검","5/21 입력 마감일 안내(과세특·주제선택·진로탐색, 자유학기학교생활통지표 포함, 장기결석·위탁학생 문구 통일). 5/29 1차 피드백(대국민 나이스 학부모서비스 5/28~6/5 오픈) 대비 최종 점검 요청, 담임은 출결마감·수업일수 확인·교과 12개 확인. 6/19 최종 피드백 일정 안내로 이어짐.",TRUE
236,2026-05,5/22,"행정실","급여","맞춤형복지 온누리상품권 배부","2026년 맞춤형복지 온누리상품권(지류)을 배부하며, 당일 퇴근 전까지 행정실 방문해 배부대장 서명 후 수령하도록 안내(주말 보관 불가 사유). 배부일 당일 전 직원 수령 완료가 관건.",TRUE
237,2026-05,5/27,"교무기획부","고사계","기말고사 시험 범위 수합","고사계가 교과별 기말고사 시험 범위 양식을 배포하고 교과대표가 수합·제출(5/27 요청, 교과별로 주중 회신). 각 교과는 범위 확정을 위한 교과협의회를 거쳐 협의록을 상신(국어과 기준 5/29 확인 → 6/1 협의록 상신). 기말고사 시행계획 수립의 첫 단계.",TRUE
238,2026-05,5/28,"체육안전부","체육행사·안전","1학기 구기대회 운영","학년별 구기대회 계획 안내: 1학년 넷볼(6/1~12), 2학년 축구(6/8~19), 3학년 농구(기말고사 이후). 송파구 지원사업 예산으로 운영, 시상금(1등 20만/2등 10만/3등 5만원 학급비)은 1학기 내 사용. 대회 기간 불가피한 시간표 변경 사전 양해 요청, 종목 정정 등 후속 안내 포함.",TRUE
239,2026-05,5/29,"교육연구부","연구기획","교학공의 날 단축수업 운영(매월)","매월 첫 월요일 교학공의 날에 10분 단축수업 운영(점심 11:40, 하교 14:00, 14:30~ 교학공 활동·협의록 작성). 전주 금요일에 시간표를 전체 안내해 학생 사전 공지시키고, 영양사에게 급식시간 변경을 별도 통보. 7월은 교학공 결과 공유 '공동소통 DAY'(7/6)와 결합 운영.",TRUE
240,2026-06,6/1,"생활지도부","기획","교육활동보호연수 유치·일정 관리","강동송파 '학교로 찾아가는 교육활동보호연수'(주제: 올바른 민원대응법)를 신청·선정받아 8/24(월) 교직원회의 시간으로 일정 확정 안내. 7/14 정년퇴임 관련 일정과 겹쳐 일정 재조정 협의. 외부 강사 연수는 교직원회의 시간대와 학교 행사 일정을 함께 조율해야 함.",FALSE
241,2026-06,6/2,"교무기획부","고사계","수행평가 실시·일람표 제출 절차 안내","2·3학년 교과교사 대상: 수행평가 실시 완료 → 학생 확인 → 일람표 출력 후 비고란 학생 정자 서명(출력물 교과교사 보관) → 6/26(금)까지 교사 날인 후 고사계2 캐비닛에 제출. 6/15·6/22 제출방법(출력 경로, 클립철, 명단 동그라미) 리마인드. 미참여 학생은 기말 마감일 7/1까지 참여시킨 뒤 제출, 강사 교사에게 동교과가 전달.",TRUE
242,2026-06,6/4,"보건","보건","2학년 학생 심폐소생술 교육","6/5(금) 2학년 심폐소생술 교육 실시(1~7반 1·2교시, 8~14반 3·4교시). 3월에 연간 계획으로 사전 예고하고 전일에 해당 교시 수업 교사에게 리마인드하는 방식. 해당 교시 교과교사 협조(임장·수업 조정)가 필요.",TRUE
243,2026-06,6/8,"교무기획부","나이스·생기부","생활기록부 입력 안내 및 1학기 점검 계획 연수","6/8 교직원회의에서 생기부 입력·점검 계획 연수 후 자료 배포. 2학기 부담 경감을 위해 1학기부터 선제 점검하는 방침이며, 방학 중 장학사 방문 점검 대비 수정 요청 가능성을 예고. 구어체 지양, 맞춤법·따옴표·입력불가 항목 등 기재요령 준수 강조.",TRUE
244,2026-06,6/8,"과학정보부","과학정보부장","AI 디지털 리터러시 진단검사(2학년)","AI 디지털 선도학교 필수과제로 2학년 전 학급이 디벗으로 1시간 진단검사 실시. 당초 7/7(화) 6교시 검토 후 교과 의견 수렴을 거쳐 기말고사 이후 2학년 기술시간에 실시하는 것으로 확정(교과교사 임장지도). 실시 시기는 성적처리 일정과 겹치지 않게 조정 필요.",TRUE
245,2026-06,6/10,"교무기획부","나이스·생기부","상반기 정보공시 자체점검","6/10 기준일로 수시 및 정시 1~2차 공시 항목을 자체 점검하고 오류 발견 시 수정·보완, 정정 실시. 자체 점검표의 입력값-근거자료 일치 여부에 O/X 표시해 6/11(목) 퇴청 전 제출. 개선 의견은 수합해 교육청에 전달.",TRUE
246,2026-06,6/12,"교육연구부","연구기획","서울학생종단연구 본조사 운영","6/12 운영계획 결재·공람 후 3학년 담임에게 대상 학생 명단 안내(7/6~10 점심시간 연구부 실시, 조회 때 안내 및 결석 자제 지도 요청). 7/1 3학년 담임·국영수 교과·관리자 온라인 설문 실시, 설명회 등과 일정 충돌 시 조정. 7/14 참여자 수당 계좌 확인 및 지급 기안으로 마무리.",TRUE
247,2026-06,6/15,"교육연구부","연구기획","1정 자격연수 대상자 안내·복무 지원","6/15 대상자 및 복무 처리 기준 안내, 당일 포기자 확인(포기 서류 개별 발송) 후 최종 확정, 검진비 품의 연계. 이후 법정의무교육 이수증 7/16까지 수합, 운영계획 공람(6/24, 7/2), 마약검사 서류 안내(6/25), 1정·41조 복무 상신 시트 정리(7/14)까지 단계별 지원.",TRUE
248,2026-06,6/15,"행정실","계약·학운위","학교운영위원회 개최·안건 상신 안내","학운위 개최 전 부서 안건 상신을 요청(3회: 6/24 개최, 안건 6/16까지 상신). 4회(7/22)는 6/23과 7/8 두 차례 사전 안내. 부서별로 심의 필요 안건(소프트웨어 구입 등)을 기한 내 상신해야 하므로 개최 일정을 미리 공유하는 흐름.",TRUE
249,2026-06,6/15,"교무기획부","고사계","기말고사 시행·감독 운영 총괄","6/15 학업성적관리 유의사항·스마트글래스 금지 공문 배포 → 6/19 감독 배정 예고(감독 불가자 6/22 오전까지 회신) → 6/23~26 고사원안 인쇄 및 교과별 시험지 포장 스케줄(구글시트 시간 입력) → 6/26 감독교사 매뉴얼 안내 → 6/29·6/30·7/1 일차별 감독 시간표 발송(서술형 과목 필기구 지도, 별도고사실 운영 포함) → 7/1 1학기 감독시간 누계 공유(1·2학기 합산 균형 방침).",TRUE
250,2026-06,6/19,"교무기획부","성적처리","2·3학년 수행평가 나이스 마감","1학기 성적처리를 위해 6/26(금)까지 나이스 수행평가 점수 입력 후 전체영역 마감하도록 안내(경로·마감취소 방법 포함). 미응시 학생은 기말 전까지 기회 부여 후 담임과 상황 확인해 평가 기준에 따라 점수 부여. 7/6 미마감 교사 대상 리마인드 발송. 강사에게는 동교과 교사가 전달.",TRUE
251,2026-06,6/22,"상담복지부","방과후","2기(여름방학) 방과후학교 강좌 개설 수요조사","방학 중 방과후학교(7/23~8/5, 하루 2차시×10일=20차시, 차시 45분) 개설 희망 교사를 6/26(금)까지 조사. 강좌당 10~20명, 10명 미만 미개설·2차시 후 8명 미만 폐강, 수당은 4,000원×20차시×수강인원 기준. 방학 약 한 달 전 수요조사 시작이 적절.",TRUE
252,2026-06,6/23,"교무기획부","성적처리","2·3학년 교과 세부능력·특기사항 입력 안내","1학기 성적처리 일환으로 교과 세특을 7/7(화)까지 입력하도록 안내(입력 경로, 성취기준 기반 작성, 반별 최소 20% 이상 학생 대상 등 기재요령 안내). 당일 일정 혼동이 있어 정정 재안내 발송. 강사 공유는 동교과 교사 담당.",TRUE
253,2026-06,6/23,"보건","보건","교직원 응급 심폐소생술 연수","6/30(화) 13:20~16:20 체육관에서 전 교직원(공무직·스포츠강사·지킴이 포함) 필수 실습연수 실시. 매년 이수해야 하는 학기말 교육청 보고사항으로, 불참자는 개별 연수기관 신청 필요. 활동복 착용 안내, 일주일 전 안내→당일 재안내→종료 보고의 흐름.",TRUE
254,2026-06,6/25,"2학년부","기초학력","기초학력 실력향상수업 학기 마무리·협의회","2·3학년 기초학력 담당교사는 7/2(목)까지 수업 진행 상황(출석·참여도·어려움·향상도)을 회신하고, 출석부 기재 시간과 복무 특이사항 충돌 여부 확인. 7/6(월) 13시 협의회 후 협의록 서명(담당자가 정리·상신), 7/10 간식 배부·서명으로 마무리. 학교 중간평가 자료로도 활용됨.",TRUE
255,2026-06,6/30,"교무기획부","기획(교무)","여름방학 과제 수합","여름방학 계획 수립을 위해 방학 과제가 있는 교과는 교과주임이 수합해 7/3(금)까지 담당자에게 회신하도록 안내. 방학식 3주 전쯤 시작해 방학 계획(가정통신문 등)에 반영하는 흐름.",TRUE
256,2026-06,6/30,"교무기획부","고사계","서논술형 채점 절차·협의록 관리","채점 색 규정(초검 빨강, 재검 초록, 삼검 파랑, 초·재검은 반드시 다른 교사) 및 수정 시 두 줄 긋고 공동날인 안내(6/30, 7/1 도장 규정 보완 재안내). 채점 후 유사정답·부분점수 인정, 지정 외 필기구 사용 발생 시 교과협의회 협의록 상신 및 학업성적관리위원회 심의 필요(7/2, 7/6). 관련 공문·양식 첨부 제공.",TRUE
257,2026-07,7/1,"교무기획부","고사계","기말고사 고사원안·정답배점표 제출","기말고사 실시 교과는 고사원안(암호 해제 필수)과 정답배점표를 PDF로 7/3(금)까지 고사계2에 메신저 제출. 파일명 규칙 지정, 고사 중 원안·정답 수정사항 반영 후 제출. 중간고사(5월)와 동일한 절차의 반복.",TRUE
258,2026-07,7/1,"체육안전부","체육행사·안전","폭염 대응 조치 안내","2026년 폭염특보 3단계 개편(중대경보 신설, 6/1 시행)과 단계별 조치사항을 전체 안내하고, 폭염 대비 학생 행동요령 인쇄물을 학급함에 배부해 담임이 지도하도록 함. 여름철 시작 시점의 정례 안전 안내.",TRUE
259,2026-07,7/2,"교무기획부","성적처리","기말고사 성적처리·성적통지 흐름","7/2 답안 업로드 완료 후 당일 퇴청 전 나이스 일괄채점 → 7/6 이의신청 안내(7/7~8, 담임은 7/7 조회 때 정오표 배부, 학년별 서논술형 과목 확인) → 7/9 퇴청 전 결시자·학적변동자 입력 후 지필평가 마감 → 7/16 성적산출 완료. 담임은 7/20 조회 때 개인별 성적일람표 배부, 이상 시 7/22까지 교과교사에게 이의, 7/23부터 나이스 학부모·학생 서비스 성적통지표 열람 안내.",TRUE
260,2026-07,7/2,"교무기획부","교무기획부장","교사 다면평가(정량평가) 확인 서식 재안내","학기초 안내한 다면평가 정량평가 확인 서식을 학기말에 재안내하고 공유자료실에 게시. 올해 변경사항으로 연수 이수 기준이 60시간→45시간으로 낮아진 대신 3/1~11/30 내 이수 완료 필요함을 강조. 교사들이 연수 계획을 방학 전 점검하도록 하는 취지.",TRUE
261,2026-07,7/2,"창의인문부","기획","2학기 학급 정·부회장 선거 운영","7/2 학급함에 지원서 5장씩 배부(입후보에 교사 3인 추천 필요, 교사당 3명 추천 가능) → 7/8 선거 절차 안내 → 7/10(금) 7교시 학급 선거 실시 → 7/13 당선자 명단 확인 요청 → 7/21 임명장 학급함 배부 → 7/22 방학식 방송에서 수여(대표 학급은 교장 직접 수여). 담임 협조가 단계마다 필요.",TRUE
262,2026-07,7/6,"교무기획부","기획(교무)","2학기 기간제 교사 채용 면접 협조","2학기 기간제(가정·역사·영어·진로 각 1명) 채용을 위해 각 교과대표가 7/15(수)~16(목) 면접에 참여하도록 요청. 업무·시수·담임 여부 등 채용 관련 정보는 대외비 유지. 학기말에 다음 학기 결원 교과 면접을 진행하는 흐름.",TRUE
263,2026-07,7/7,"교무기획부","나이스·생기부","1학기 생활기록부 입력 마감·점검","학년별 마감일 운영: 7/7 1학년 과목별 세특·주제선택 입력+반영, 7/9 1학년 창체·진로탐색·행발 누가기록, 7/10 2·3학년 창체·과세특·행발 마감(담임은 당일 퇴청 전 생기부 전체 반영). 이후 학년별 1~4차 점검을 거쳐 기획교사가 점검 표지·체크리스트를 교무부에 제출. 7/15 입력·점검용 패들렛 개설, 7/8 생기부 상업적 이용 제한 법령 유의사항 안내까지 이어짐.",TRUE
264,2026-07,7/8,"교무기획부","교무기획부장","2학기 학사일정 변경 안내","2학기 학사일정 중 스포츠어울림마당이 9/11(금)→9/4(금)로 변경됨을 방학 전 미리 안내하고 담임이 학생에게 전달하도록 함. 가정통신문은 2학기 개학 후 발송 예정. 방학 전 확정된 일정 변경은 미리 공유하는 것이 원칙.",FALSE
265,2026-07,7/8,"과학정보부","과학정보부장","AI 선도학교 소프트웨어 구독 갱신·결제 관리","1학기 신청 소프트웨어가 8월 초 만료되므로 1년권 외 SW는 자동결제 해지 확인 요청(7/8, 7/16 재확인). 2학기용은 7/15까지 구글시트로 신청받아 7월 말 결제, 미심의 SW는 학운위 심의 필요. 7/21 행정실 개별 결제 안내(7/22까지), 팀계정 일괄 전환 시 자동결제 취소 시점 관리 필요.",TRUE
266,2026-07,7/13,"교무기획부","기획(교무)","여름방학 41조 연수·eVPN 신청","방학 중 41조 연수와 eVPN을 7/15(수)까지 복무 상신하도록 안내. 공무외 국외여행 계획서 양식은 공유자료실(2026교무기획부-2026방학계획)에 게시. 1정 연수 대상자는 연구부가 별도 복무 정리 시트로 지원(7/14). 방학식 약 열흘 전 안내가 적절.",TRUE
267,2026-07,7/13,"생활지도부","부장","생활규정 제·개정 의견수렴","7/3 부장회의에서 규정 제·개정안 공유 후 교육 3주체(학생·학부모·교직원) 의견수렴 진행. 7/13 교직원 회신율이 낮아 e알리미 회신 독려 메시지 발송. 제·개정 절차상 의견수렴 기록이 필요하므로 회신율 관리가 중요.",FALSE
268,2026-07,7/14,"교무기획부","기획(교무)","2027년 명예퇴직 수요조사","예산 확보 목적의 수요조사(실제 신청 아님)로, 2027년 명예퇴직 희망자는 엑셀 서식을 작성해 7/20(월)까지 회신하도록 안내. 5월의 8월말 명퇴 안내와 별도로 매년 7월경 다음 연도 수요조사가 진행됨.",TRUE
269,2026-07,7/16,"창의인문부","인성교육","7월 인성교육 행사 '시(詩)그널: 짝을 찾아서'","7/21(화) 전교생 대상 행사: 등교 시 학년별 색깔 팔찌(문학 구절)를 배부하고 1~4교시 쉬는시간에 교내 게시 작품을 읽으며 이어지는 구절의 짝을 찾아, 점심시간에 학년별 시간대에 2인이 암송하면 상품 지급. 7/16 계획 안내 → 7/20 조회 방송 안내 → 7/21 운영 중 규칙 보완 안내 → 종료 후 잔여 상품 교무실 배부.",FALSE
270,2026-07,7/21,"교무기획부","수업계","분기별 보강 수당 지급 확인","분기 단위로 보강 배정 현황 파일을 전체 공유해 확인시키고 이상·문의 시 회신받은 뒤 수당 지급(1분기 3/1~5/29분은 5/29 안내, 2분기 6/1~7/21분은 7/21 안내). 시간표 변경 업무와 연동되므로 보강 기록을 분기 말에 정리하는 흐름.",TRUE
271,2026-07,7/22,"교무기획부","교무기획부장","방학식·개학식 운영 안내","7/20(월) 1~4교시 오전수업 후 급식·하교 지도, 7/22(수) 방학식(2교시 방송, 임명장 수여 포함) 일정 안내. 8/18(화) 개학일은 전일제 창체의 날이지만 본인 수업교시에 맞춰 임장지도해야 하므로 강사 교사에게도 사전 전달 요청. 가정통신문 발송 후에도 담임이 학생에게 재안내하고, 개학일 교직원회의(8/18)도 7/15에 미리 예고됨.",TRUE
